,Ac_Name,Date_Birth,BPlace,Img,Active_Year,info,WikiLink
218, Joo Jin Mo,1990,"Masan, South Gyeongsang, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/e/e4/%28TV10%29_%EC%B5%9C%EC%A7%80%EC%9A%B0%EC%99%80_%EC%A3%BC%EC%A7%84%EB%AA%A8%EC%9D%98_%EC%99%84%EB%B2%BD%ED%95%9C_%EC%BC%80%EB%AF%B8_%EC%BA%90%EB%A6%AC%EC%96%B4%EB%A5%BC_%EB%81%84%EB%8A%94_%EC%97%AC%EC%9E%90_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%A3%BC%EC%A7%84%EB%AA%A8_55s.jpg/210px-%28TV10%29_%EC%B5%9C%EC%A7%80%EC%9A%B0%EC%99%80_%EC%A3%BC%EC%A7%84%EB%AA%A8%EC%9D%98_%EC%99%84%EB%B2%BD%ED%95%9C_%EC%BC%80%EB%AF%B8_%EC%BA%90%EB%A6%AC%EC%96%B4%EB%A5%BC_%EB%81%84%EB%8A%94_%EC%97%AC%EC%9E%90_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%A3%BC%EC%A7%84%EB%AA%A8_55s.jpg,주진모,"['Park Jin-tae (1974-09-26) 26 September 1974 (age\xa048)Seoul, South Korea', 'Actor', '1999-present', 'Min Hye-yeon \u200b(m.\xa02019)\u200b[1]', '주진모', 'Joo Jin-mo', 'Chu Chinmo', '박진태', 'Bak Jin-tae', ""Pak Chint'ae""]",https://en.wikipedia.org/wiki/Joo_Jin-mo
219, Choi Won Young,1969,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,Saram entertainment,"['Choi Seong-wook (1976-01-10) January 10, 1976 (age\xa046)South Korea', ""Sangmyung University – Stage DesignHongik University – Master's degree in Advertising and Public Relations"", 'Actor', '2002–present', 'Saram entertainment', 'Shim Yi-young \u200b(m.\xa02014)\u200b', '2', '최원영', 'Choe Won-yeong', ""Ch'oe Wŏnyŏng"", '최성욱', 'Choe Seong-uk', ""Ch'oe Sŏnguk""]",https://en.wikipedia.org/wiki/Choi_Won-young
220, Kim Jee Soo,1972,"Busan, South Korea",,,,
221, Kang Han Na,1963,"Seongnam, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/4/44/%EA%B0%95%ED%95%9C%EB%82%98.jpg/250px-%EA%B0%95%ED%95%9C%EB%82%98.jpg,KeyEast,"[' (1989-01-30) January 30, 1989 (age\xa033)Seoul, South Korea', 'Chung-Ang University', 'Actress', '2009–present', 'KeyEast', '강한나', '姜漢娜', 'Gang Han-na', 'Kang Hanna']",https://en.wikipedia.org/wiki/Kang_Han-na
222, Lee Ki Woo,1973,"Jochiwon, South Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/f/ff/190604_%EC%9D%B4%EA%B8%B0%EC%9A%B0_%282%29.jpg/220px-190604_%EC%9D%B4%EA%B8%B0%EC%9A%B0_%282%29.jpg,Unknown ​(m. 2022)​,"[' (1981-10-23) October 23, 1981 (age\xa041)Seoul, South Korea', 'Dankook University  (B.A. in Business Administration)  (M.B.A. in Arts and Cultural Management)', 'Actor', 'Neverdie Entertainment', 'Unknown \u200b(m.\xa02022)\u200b', '이기우', '李己雨', 'I Gi-u', 'I Giu']",https://en.wikipedia.org/wiki/Lee_Ki-woo
223, Jung Ho Yeon,1982,"Yeosu, Jeollanam-do, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/80/Jung_Hoyeon_%EC%A0%95%ED%98%B8%EC%97%B0%2C_Squid_Game_promo.jpg/220px-Jung_Hoyeon_%EC%A0%95%ED%98%B8%EC%97%B0%2C_Squid_Game_promo.jpg,"
Saram Entertainment
Creative Artists Agency
","['Jung Ho-yeon (1994-06-23) June 23, 1994 (age\xa028)Seoul, South Korea', ""Dongduk Women's University"", 'Modelactress', '2010–present', '\nSaram Entertainment\nCreative Artists Agency\n', '176\xa0cm (5\xa0ft 9+1⁄2\xa0in)', 'Brown', 'Dark brown', '\nThe Society Management (New York)\nElite Model Management (worldwide)\nNomad Management (Miami, New York, Los Angeles)\nESteem Models (Seoul)[1]\n', '정호연', 'Jeong Ho-yeon', 'Chŏng Hoyŏn']",https://en.wikipedia.org/wiki/Jung_Ho-yeon
224, Myung Se Bin,1980,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Myungsebin2018.png/220px-Myungsebin2018.png,Gang Ho-sung (2007-2008; divorced),"[' (1975-04-10) April 10, 1975 (age\xa047)Seoul, South Korea', ""Dongduk Women's University - Textile"", 'Actress', '1996-present', 'Gang Ho-sung (2007-2008; divorced)', '명세빈', '明世彬', 'Myeong Se-bin', 'Myŏng Sepin']",https://en.wikipedia.org/wiki/Myung_Se-bin
225, Woo Do Hwan,1976,"Cheonan, South Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/90/181007_%EC%9A%B0%EB%8F%84%ED%99%98_%ED%98%84%EB%8C%80%EB%B0%B1%ED%99%94%EC%A0%90_%ED%8C%90%EA%B5%90%EC%A0%90_%ED%8C%AC%EC%8B%B8%EC%9D%B8%ED%9A%8C_6.jpg/220px-181007_%EC%9A%B0%EB%8F%84%ED%99%98_%ED%98%84%EB%8C%80%EB%B0%B1%ED%99%94%EC%A0%90_%ED%8C%90%EA%B5%90%EC%A0%90_%ED%8C%AC%EC%8B%B8%EC%9D%B8%ED%9A%8C_6.jpg,KeyEast,"[' (1992-07-12) July 12, 1992 (age\xa030)Anyang, Gyeonggi, South Korea', 'Dankook University – Department of Performing Arts', 'Actor', '2011–present', 'KeyEast', '우도환', '禹棹煥', 'U Do-hwan', 'U Tohwan']",https://en.wikipedia.org/wiki/Woo_Do-hwan
226, Jo Dong Hyuk,1988,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/f/f1/2013%EB%85%84_8%EC%9B%94_%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C_%ED%95%B4%EC%9A%B4%EB%8C%80%EA%B5%AC_%EC%84%BC%ED%85%80119%EC%95%88%EC%A0%84%EC%84%BC%ED%84%B0_%EC%8B%AC%EC%9E%A5%EC%9D%B4_%EB%9B%B4%EB%8B%A4_%EC%9D%B8%ED%8A%B8%EB%A1%9C_%EC%B4%AC%EC%98%81_IMG_1383.JPG/220px-2013%EB%85%84_8%EC%9B%94_%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C_%ED%95%B4%EC%9A%B4%EB%8C%80%EA%B5%AC_%EC%84%BC%ED%85%80119%EC%95%88%EC%A0%84%EC%84%BC%ED%84%B0_%EC%8B%AC%EC%9E%A5%EC%9D%B4_%EB%9B%B4%EB%8B%A4_%EC%9D%B8%ED%8A%B8%EB%A1%9C_%EC%B4%AC%EC%98%81_IMG_1383.JPG,J-Flow Company[1],"[' (1977-12-11) December 11, 1977 (age\xa044)South Korea', 'Myongji University - Social Physical Education (dropped out)', 'Actor', '2002-present', 'J-Flow Company[1]', '조동혁', '趙東赫', 'Jo Dong-hyeok', 'Cho Tong-hyŏk']",https://en.wikipedia.org/wiki/Jo_Dong-hyuk
227, Ahn So Hee,1979,"Changwon, South Gyeongsang Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/8f/20220519%E2%80%94Ahn_So-hee%2C_Interview%2C_Marie_Claire_Korea_%2800m32s%29.jpg/220px-20220519%E2%80%94Ahn_So-hee%2C_Interview%2C_Marie_Claire_Korea_%2800m32s%29.jpg,K-pop,"[' (1992-06-27) June 27, 1992 (age\xa030)Seoul, South Korea[1]', 'Actresssinger', '2004–present', 'BH EntertainmentKeyEast', 'K-pop', 'Vocals', '2007–2013', 'JYP', 'Wonder GirlsJYP Nation', '안소희', '安昭熙', 'An So-hui', 'An Sohŭi']",https://en.wikipedia.org/wiki/Ahn_So-hee
228, Kim Ji Suk,1981,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Kim_Ji-suk
229, Park Hoon,1992,"Buyeo County, South Chungcheong, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/26/190211_SBS_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%ED%95%B4%EC%B9%98%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EB%B0%95%ED%9B%88.jpg/220px-190211_SBS_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%ED%95%B4%EC%B9%98%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EB%B0%95%ED%9B%88.jpg,Park Min-jung,"[' (1981-04-27) April 27, 1981 (age\xa041)Sabuk-eup, Jeongseon County, Gangwon Province, South Korea', 'Paekche Institute of The Arts - Musical', 'Actor', 'Alien Company [1]', 'Park Min-jung', '박훈', 'Bak Hun', 'Pak Hun']",https://en.wikipedia.org/wiki/Park_Hoon
230, Kwon Yool,1986,South Korea,,,,
231, Park Ji Hyun,1966,,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Park_Ji-hyun
232, Lee Tae Hwan,2002,"Bundang-gu, Seongnam, Gyeonggi-do, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/200103_%EC%9D%B4%ED%83%9C%ED%99%98.jpg/220px-200103_%EC%9D%B4%ED%83%9C%ED%99%98.jpg,Man of Creation (M.O.C),"[' (1995-02-21) February 21, 1995 (age\xa027)Seoul, South Korea', 'Sungkyunkwan University - Acting Arts', '\nActor\nsinger\nmodel\n', '2013–present', 'Man of Creation (M.O.C)', '이태환', 'I Tae-hwan', ""I T'aehwan""]",https://en.wikipedia.org/wiki/Lee_Tae-hwan
233, Shin Sung Rok,,,//upload.wikimedia.org/wikipedia/commons/thumb/1/16/190603_%EC%8B%A0%EC%84%B1%EB%A1%9D.jpg/220px-190603_%EC%8B%A0%EC%84%B1%EB%A1%9D.jpg,1.89 m (6 ft 2+1⁄2 in),"[' (1982-11-23) November 23, 1982 (age\xa039)Seoul, South Korea[1]', 'Actor', '2003–present', 'Sangyoung ENT', '1.89\xa0m (6\xa0ft 2+1⁄2\xa0in)', 'Unknown \u200b(m.\xa02016)\u200b', '1', '신성록', '申成祿', 'Sin Seong-rok', 'Sin Sŏng-rok']",https://en.wikipedia.org/wiki/Shin_Sung-rok
234, Lee Kyu Hyung,2001,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/37/2016.10.14_%ED%8C%AC%EB%A0%88%ED%84%B0_%EC%BB%A4%ED%8A%BC%EC%BD%9C_%EC%9D%B4%EA%B7%9C%ED%98%95.jpg/220px-2016.10.14_%ED%8C%AC%EB%A0%88%ED%84%B0_%EC%BB%A4%ED%8A%BC%EC%BD%9C_%EC%9D%B4%EA%B7%9C%ED%98%95.jpg,2001–present,"[' (1983-11-29) 29 November 1983 (age\xa038)South Korea', 'Joongdong High School', 'Dongguk University', 'Actor', '2001–present', 'Ace Factory', '이규형', 'I Gyu-hyeong', 'Yi Kyu-hyŏng']",https://en.wikipedia.org/wiki/Lee_Kyu-hyung
235, Ahn Jae Hong,,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Translation_to_english_arrow.svg/50px-Translation_to_english_arrow.svg.png,,"['December 31, 1891\xa0(1891-12-31)', 'March 1, 1965\xa0(1965-04) (aged\xa073)', 'Korean independence activist']",https://en.wikipedia.org/wiki/Ahn_Jae-hong
236, Jung Suk Yong,1982,"Jeju, South Korea",,,,
237, Kim Dae Myung,1983,,//upload.wikimedia.org/wikipedia/commons/thumb/f/f9/%EA%B9%80%EB%8C%80%EB%AA%85_Kim_Dae_Myung_1m4s_pandora.png/220px-%EA%B9%80%EB%8C%80%EB%AA%85_Kim_Dae_Myung_1m4s_pandora.png,United Artists Agency[1],"[' (1981-02-16) February 16, 1981 (age\xa041)South Korea', 'Sungkyunkwan University – Acting for Theater, Film & TV', 'Actor', '2006–present', 'United Artists Agency[1]', '180\xa0cm (5\xa0ft 11\xa0in)', '김대명', '金大明', 'Gim Dae-myeong', 'Kim Tae-myŏng']",https://en.wikipedia.org/wiki/Kim_Dae-myung
238, Seo Hyun Woo,1951,"Busan, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,서현우,"[' (1983-11-20) November 20, 1983 (age\xa038)South Korea', 'Korea National University of Arts', 'Actor', 'Just Entertainment[1]', '서현우', 'Seo Hyeon-u', 'Sŏ Hyŏnu']",https://en.wikipedia.org/wiki/Seo_Hyun-woo
239, Song Sae Byuk,,"Suncheon, South Korea",,,,
240, Im Hwa Young,1984,South Korea,,,,
241, Park Bo Gum,1987,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/f/f2/190501_%EB%B0%B1%EC%83%81%EC%98%88%EC%88%A0%EB%8C%80%EC%83%81_%EB%B0%95%EB%B3%B4%EA%B2%80_2.jpg/220px-190501_%EB%B0%B1%EC%83%81%EC%98%88%EC%88%A0%EB%8C%80%EC%83%81_%EB%B0%95%EB%B3%B4%EA%B2%80_2.jpg,Blossom,"[' (1993-06-16) June 16, 1993 (age\xa029)Seoul, South Korea', 'Myongji University', '\nActor\n', '2011–present', 'Blossom', '박보검', '朴寶劍', 'Bak Bo-geom', 'Pak Pokŏm', 'BOGUMMY']",https://en.wikipedia.org/wiki/Park_Bo-gum
242, Park Gyu Young,1989,"Seoul, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/4/41/Park_Kyu-young_2019%282%29.png/220px-Park_Kyu-young_2019%282%29.png,Saram Entertainment,"[' (1993-07-27) July 27, 1993 (age\xa029)Busan, South Korea', 'Yonsei University', 'Actress', '2016–present', 'Saram Entertainment', '박규영', 'Bak Gyuyeong', 'Pak Kyuyŏng', 'Official website']",https://en.wikipedia.org/wiki/Park_Gyu-young
243, Kim Tae Woo,1974,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,"['김태우', 'Gim Tae-u', ""Kim T'ae-u""]",https://en.wikipedia.org/wiki/Kim_Tae-woo
244, Go Sung Hee,1978,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Go_Sung-hee_at_%22Suits%22_conference%2C_23_April_2018_01.jpg/220px-Go_Sung-hee_at_%22Suits%22_conference%2C_23_April_2018_01.jpg,2013–present,"[' (1990-06-21) June 21, 1990 (age\xa032)U.S.[1]', 'South KoreanAmerican', 'Sungkyunkwan University – Performing Arts', 'Actress', '2013–present', 'MS Team Entertainment', 'Unknown \u200b(m.\xa02022)\u200b', '고성희', 'Go Seong-hui', 'Ko Sŏnghǔi']",https://en.wikipedia.org/wiki/Go_Sung-hee
245, Kim Won Hae,1990,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Kim_Won-Hae_from_acrofan.jpg/220px-Kim_Won-Hae_from_acrofan.jpg,1991–present,"[' (1969-04-06) April 6, 1969 (age\xa053)[1]Busanjin-gu, Busan, South Korea', 'Korean', 'Seoul Institute of the Arts - Theater and Film', 'Actor', '1991–present', 'SSGG Company', '김원해', '金元海', 'Gim Won-hae', 'Kim Wŏn-hae']",https://en.wikipedia.org/wiki/Kim_Won-hae
246, Kim Yeo Jin,1984,"Namyangju, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/19/Kim_Yeo-jin_in_2018.png/220px-Kim_Yeo-jin_in_2018.png,935 Entertainment,"[' (1972-06-24) June 24, 1972 (age\xa050)Masan, South Gyeongsang, South Korea', 'Ewha Womans University - German Language and Literature', 'Actress, activist', '1995–present', '935 Entertainment', 'Kim Jin-min \u200b(m.\xa02004)\u200b', '김여진', '金麗珍', 'Gim Yeo-jin', 'Kim Yŏchin']",https://en.wikipedia.org/wiki/Kim_Yeo-jin
247, Kim  Mi Kyung,1971,"Goyang, Gyeonggi Province, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/a/a3/2013.12.31_SBS_%EC%97%B0%EA%B8%B0%EB%8C%80%EC%83%81_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_%EA%B9%80%EB%AF%B8%EA%B2%BD.jpg/230px-2013.12.31_SBS_%EC%97%B0%EA%B8%B0%EB%8C%80%EC%83%81_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_%EA%B9%80%EB%AF%B8%EA%B2%BD.jpg,Park Geun-won (m. 1994),"[' (1963-10-14) October 14, 1963 (age\xa059)South Korea', 'Actress', '1985–present', 'Popeye Entertainment', 'Park Geun-won (m. 1994)', '1', '김미경', '金美卿[1]', 'Gim Mi-gyeong', 'Kim Mi-gyŏng']",https://en.wikipedia.org/wiki/Kim_Mi-kyung
248, Yoo Jae Myung,1991,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/6e/20210922%E2%80%94Yoo_Jae-myung_%EC%9C%A0%EC%9E%AC%EB%AA%85%2C_interview%2C_Marie_Claire_Korea_screenshot_%2802m44s%29.jpg/220px-20210922%E2%80%94Yoo_Jae-myung_%EC%9C%A0%EC%9E%AC%EB%AA%85%2C_interview%2C_Marie_Claire_Korea_screenshot_%2802m44s%29.jpg,Unknown (m. 2018),"[' (1973-06-03) June 3, 1973 (age\xa049)Busan, South Korea', 'Actor', '2001–present', 'SBD EntertainmentAce Factory', 'Unknown (m. 2018)', '1', '유재명', '劉宰明[1]', 'Ryu Jae-myeong', 'Ryu Chaemyŏng']",https://en.wikipedia.org/wiki/Yoo_Jae-myung
249, Yoo In Na,1985,,//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Yoo_In-Na_in_2019_%281%29.png/220px-Yoo_In-Na_in_2019_%281%29.png,유인나,"[' (1982-06-05) June 5, 1982 (age\xa040)Seongnam, Gyeonggi, South Korea', 'ActressDJ', '2006–present', 'YG Entertainment', '유인나', '劉寅娜', 'Yu In-na', 'Yu Inna']",https://en.wikipedia.org/wiki/Yoo_In-na
250, In Gyo Jin,1991,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/181023_%EC%9D%B8%EA%B5%90%EC%A7%84.jpg/220px-181023_%EC%9D%B8%EA%B5%90%EC%A7%84.jpg,2000–present,"[' (1980-08-29) August 29, 1980 (age\xa042)Jochiwon, South Chungcheong Province, South Korea', 'Do Yi-sung', '\nBugil High School\nDankook University (dropped out)\n', 'Actor', '2000–present', 'H& Entertainment[1]', 'So Yi-hyun \u200b(m.\xa02014)\u200b', '2', '인교진', '印喬鎭', 'In Gyo-jin', 'In Kyochin']",https://en.wikipedia.org/wiki/In_Gyo-jin
251, Yeom Hye Ran,1982,"Eungam, Eunpyeong, Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/35/Yeom_Hye-ran_%EC%97%BC%ED%98%9C%EB%9E%80_2019.png/220px-Yeom_Hye-ran_%EC%97%BC%ED%98%9C%EB%9E%80_2019.png,1999–present,"[' (1976-10-30) October 30, 1976 (age\xa046)Yeosu, Jeollanam-do, South Korea', 'Yum Hye-ran', ""Seoul Women's University - Department of Korean Language & Literature"", 'Actress', '1999–present', 'Ace Factory[1](2019–present)Signal Entertainment Group', '염혜란', 'Yeom Hyeran', 'Yŏm Hyeran']",https://en.wikipedia.org/wiki/Yeom_Hye-ran
252, Kyung Soo Jin,,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/160726_%27%EB%A1%9C%EB%A7%A8%ED%8B%B1_%EB%B3%B4%EC%8A%A4%27_%EC%A0%9C%EC%9E%91_%EB%B0%9C%ED%91%9C%ED%9A%8C_%EA%B2%BD%EC%88%98%EC%A7%84_%281%29.jpg/220px-160726_%27%EB%A1%9C%EB%A7%A8%ED%8B%B1_%EB%B3%B4%EC%8A%A4%27_%EC%A0%9C%EC%9E%91_%EB%B0%9C%ED%91%9C%ED%9A%8C_%EA%B2%BD%EC%88%98%EC%A7%84_%281%29.jpg,경수진,"[' (1988-11-05) November 5, 1988 (age\xa034)Incheon, South Korea', 'Actress', '2012–present', 'YG', '경수진', 'Gyeong Su-jin', 'Kyŏng Sujin']",https://en.wikipedia.org/wiki/Kyung_Soo-jin
253, Oh Dae Hwan,1970,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/OCN_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%EB%9D%BC%EC%9D%B4%ED%94%84_%EC%98%A8_%EB%A7%88%EC%8A%A4%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%98%A4%EB%8C%80%ED%99%98.jpg/220px-OCN_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%EB%9D%BC%EC%9D%B4%ED%94%84_%EC%98%A8_%EB%A7%88%EC%8A%A4%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%98%A4%EB%8C%80%ED%99%98.jpg,O Daehwan,"[' (1979-07-05) July 5, 1979 (age\xa043)Cheonan, South Chungcheong Province, South Korea', 'Korea National University of Arts', 'Actor', '오대환', 'O Daehwan', 'O Taehwan']",https://en.wikipedia.org/wiki/Oh_Dae-hwan
254, Kim Shin Rok,1981,"Yeongdo-gu, Busan, South Korea[1][2]",//upload.wikimedia.org/wikipedia/commons/thumb/0/06/20220123_Kim_Shin-rok_%28%EA%B9%80%EC%8B%A0%EB%A1%9D%29_Marie_Claire_Korea.jpg/220px-20220123_Kim_Shin-rok_%28%EA%B9%80%EC%8B%A0%EB%A1%9D%29_Marie_Claire_Korea.jpg,Just Entertainment,"[' (1981-03-24) 24 March 1981 (age\xa041)South Korea', 'Seoul National UniversityHanyang University', 'Actor', '2004–present', 'Just Entertainment', '김신록', 'Gim Sin-rok', 'Kim Sin-rok']",https://en.wikipedia.org/wiki/Kim_Shin-rok
255, Pyo Ye Jin,1987,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/1/1d/190417_%ED%91%9C%EC%98%88%EC%A7%84.jpg/250px-190417_%ED%91%9C%EC%98%88%EC%A7%84.jpg,Pyo Ye-jin,"[' (1992-02-03) February 3, 1992 (age\xa030)Changwon, South Gyeongsang Province, South Korea', 'Actress', '2012–present', '표예진', 'Pyo Ye-jin', 'Pyo Yejin']",https://en.wikipedia.org/wiki/Pyo_Ye-jin
256, Byun Yo Han,1991,"Yeongdeungpo-gu, Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/190228_%EB%B3%80%EC%9A%94%ED%95%9C.jpg/250px-190228_%EB%B3%80%EC%9A%94%ED%95%9C.jpg,Saram Entertainment,"[' (1986-04-29) April 29, 1986 (age\xa036)Incheon, South Korea', 'Korea National University of Arts - Acting', 'Actor', '2011–present', 'Saram Entertainment', '변요한', 'Byeon Yo-han', 'Pyŏn Yohan']",https://en.wikipedia.org/wiki/Byun_Yo-han
257, Lee Won Jong,1968,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Lee_Won-jong_from_acrofan.jpg/220px-Lee_Won-jong_from_acrofan.jpg,Allround Entertainment,"[' (1966-01-01) January 1, 1966 (age\xa056)Buyeo County, South Chungcheong, South Korea', 'Kyonggi University - Public Administration', 'Actor', '1992–present', 'Allround Entertainment', '이원종', 'I Won-jong', 'I Wŏn-chong']",https://en.wikipedia.org/wiki/Lee_Won-jong
258, Son Sang Yeon,1990,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/%EC%86%90%EC%83%81%EC%97%B0_-_%EB%9D%BC%EC%BC%93%EC%86%8C%EB%85%84%EB%8B%A8.png/220px-%EC%86%90%EC%83%81%EC%97%B0_-_%EB%9D%BC%EC%BC%93%EC%86%8C%EB%85%84%EB%8B%A8.png,Awesome ENT,"[' (2002-04-02) April 2, 2002 (age\xa020)South Korea', 'Seoul Baemyeong High School', 'Actor', '2016–present', 'Awesome ENT', '손상연', '孫相延', 'Son Sang-yon', 'Son Sangyŏn']",https://en.wikipedia.org/wiki/Son_Sang-yeon
259, Geum Sae Rok,1988,"Yangcheon District, Seoul, South Korea",,,,
260, Roh Jeong Eui,1994,"Wando County, South Jeolla, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Roh_Jeong-eui_211012.jpg/200px-Roh_Jeong-eui_211012.jpg,Namoo Actors,"[' (2001-07-31) July 31, 2001 (age\xa021)Bundang-gu, Seongnam, Gyeonggi-do, South Korea', 'Hanyang University – Department of Theater and Film', 'Actress', '2011–present', 'Namoo Actors', '노정의', '盧正義', 'Roh Jeong-eui', 'Roh Chŏng-Ŭi']",https://en.wikipedia.org/wiki/Roh_Jeong-eui
261, Kwak Shi Yang,1965,"Ulsan, South Korea",,,,
262, Oh Chang Seok,1979,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Oh_Chang-seok_in_May_2019.png/220px-Oh_Chang-seok_in_May_2019.png,PF Entertainment,"[' (1982-06-02) June 2, 1982 (age\xa040)Seoul, South Korea', 'Sejong University - Industrial Design', 'Actor', '2007-present', 'PF Entertainment', '오창석', '吳昶錫', 'O Chang-seok', 'O Chang-sǒk']",https://en.wikipedia.org/wiki/Oh_Chang-seok
263, Lee Sang Yeob,1991,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Lee_Sang-yeob_2020.jpg/220px-Lee_Sang-yeob_2020.jpg,UNGBIN ENS[1],"[' (1983-05-08) May 8, 1983 (age\xa039)Seoul, South Korea', 'Hanyang University – Theater and Film', 'ActorEntertainer', '2007–present', 'UNGBIN ENS[1]', '이상엽', '李相燁', 'I Sang-yeop', 'I Sangyŏp']",https://en.wikipedia.org/wiki/Lee_Sang-yeob
264, Go Doo Shim,1966,,//upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Go_Du-sim_from_acrofan.jpg/220px-Go_Du-sim_from_acrofan.jpg,Actress,"[' (1951-05-22) May 22, 1951 (age\xa071)Jeju, South Korea', 'Ko Doo-sim', ""Jeju Girls' High School"", 'Jeju National University – Honorary doctorate in Literature', 'Actress', '1972–present', 'Kim Ji-hong\n\u200b \u200b(m.\xa01976; div.\xa01998)\u200b', '2', '고두심', '高斗心', 'Go Du-sim', 'Ko Tu-sim', 'http://www.kodoosim.com/']",https://en.wikipedia.org/wiki/Go_Doo-shim
265, Kim Joo Heon,1971,"
South Korea",,,,
266, Kim Yoo Ri,1971,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/MBC_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%EC%95%84%EC%9D%B4%ED%85%9C%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EA%B9%80%EC%9C%A0%EB%A6%AC.jpg/220px-MBC_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%EC%95%84%EC%9D%B4%ED%85%9C%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EA%B9%80%EC%9C%A0%EB%A6%AC.jpg,C-JeS Entertainment,"[' (1984-08-29) August 29, 1984 (age\xa038)Busan, South Korea', 'Kyung Hee University - Visual Communication', 'Actress', '2006-present', 'C-JeS Entertainment', '김유리', 'Gim Yu-ri', 'Kim Yuri']",https://en.wikipedia.org/wiki/Kim_Yoo-ri
