,Ac_Name,Date_Birth,BPlace,Img,Active_Year,info,WikiLink
140, Ryu Hwa Young,1964,"Anyang, Gyeonggi Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/19/2017_%EC%95%84%EC%8B%9C%EC%95%84_%EB%AA%A8%EB%8D%B8_%ED%8E%98%EC%8A%A4%ED%8B%B0%EB%B2%8C_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_%2857%29.jpg/220px-2017_%EC%95%84%EC%8B%9C%EC%95%84_%EB%AA%A8%EB%8D%B8_%ED%8E%98%EC%8A%A4%ED%8B%B0%EB%B2%8C_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_%2857%29.jpg,Never Die Entertainment,"[' (1993-04-22) April 22, 1993 (age\xa029)Gwangju, South Korea[1]', 'Kyung Hee University', 'Actresssinger', '2014–present', 'Never Die Entertainment', 'Ryu Hyo-young (sister)', 'K-pop', 'Vocals', '2010–2012', 'Core Contents', 'T-ara', '류화영', '柳和榮', 'Ryu Hwa-yeong', 'Ryu Hwayŏng', 'Hwayoung Official Fan Site ""RyuDot""']",https://en.wikipedia.org/wiki/Ryu_Hwa-young
141, Yook Sung Jae,1994,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/71/Yook_Sung-jae_at_Cable_TV_Awards_in_March_2017_%288%29.jpg/220px-Yook_Sung-jae_at_Cable_TV_Awards_in_March_2017_%288%29.jpg,2012–present,"['Yook Sung-jae (1995-05-02) May 2, 1995 (age\xa027)Yongin, Gyeonggi Province, South Korea', 'Hanlim Multi Art SchoolDongshin University', 'Singersongwriteractorhostentertainer', 'K-popdance-popR&Bballad', '2012–present', 'Cube', '육성재', '陸星材[1][2]', 'Yuk Seong-jae', 'Yuk Sŏng-chae']",https://en.wikipedia.org/wiki/Yook_Sung-jae
142, Nam Gyu Ri,1987,"Ulsan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Translation_to_english_arrow.svg/50px-Translation_to_english_arrow.svg.png,My Company,"['Nam Mi-jeong (1985-04-26) April 26, 1985 (age\xa037)Seoul, South Korea', 'Kyung Hee University (Department Theater and Film)', 'Singer, actress', '2006–present', 'My Company', 'K-popR&B', 'Mnet Media (2006–2009)Core Contents Media (2009–2011)', 'SeeYa', '남규리', '南奎里', 'Nam Gyu-ri', 'Nam Kyu-ri', '남미정', '南美静', 'Nam Mi-jeong', 'Nam Mi-jŏng']",https://en.wikipedia.org/wiki/Nam_Gyu-ri
143, Nam Ji Hyun,1979,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/20210818%E2%80%94Nam_Ji-hyun_%EB%82%A8%EC%A7%80%ED%98%84%2C_photo_shoot%2C_Marie_Claire_Korea_screenshot_%2805m44s%29.jpg/220px-20210818%E2%80%94Nam_Ji-hyun_%EB%82%A8%EC%A7%80%ED%98%84%2C_photo_shoot%2C_Marie_Claire_Korea_screenshot_%2805m44s%29.jpg,2002–present,"[' (1995-09-17) September 17, 1995 (age\xa027)Incheon, South Korea', 'Jihyun', 'Sogang University (Psychology)', 'Actress', '2002–present', 'Management SOOP[1]', '남지현', '南志鉉', 'Nam Ji-hyeon', 'Nam Jihyŏn']",https://en.wikipedia.org/wiki/Nam_Ji-hyun
144, Son Seok Koo,1987,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/97/Son_Seok-koo_%EC%86%90%EC%84%9D%EA%B5%AC_in_2022.png/220px-Son_Seok-koo_%EC%86%90%EC%84%9D%EA%B5%AC_in_2022.png,SBD Entertainment,"[' (1983-02-07) February 7, 1983 (age\xa039)Taepyeong-dong, Jung-gu, Daejeon, South Korea', 'School of the Art Institute of Chicago – Filmmaking (FVNMA)', 'Actor', '2014–present', 'SBD Entertainment', '손석구', '孫錫久', 'Son Seok-gu', 'Son Sŏk-ku']",https://en.wikipedia.org/wiki/Son_Seok-koo
145, Won Jin Ah,1992,"Daegu, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/69/Won_Jin-ah_%EC%9B%90%EC%A7%84%EC%95%84_in_Dec_2021.png/220px-Won_Jin-ah_%EC%9B%90%EC%A7%84%EC%95%84_in_Dec_2021.png,Yooborn Company,"[' (1991-03-29) March 29, 1991 (age\xa031)Cheonan, South Chungcheong Province, South Korea', 'Hoseo University', 'Actress', '2015–present', 'Yooborn Company', '원진아', 'Won Jin-a', 'Wŏn China']",https://en.wikipedia.org/wiki/Won_Jin-ah
146, Park Hae Soo,1988,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/2e/20220719_Park_Hae-soo_%28%EB%B0%95%ED%95%B4%EC%88%98%29_1st_Blue_Dragon_Series_Awards.jpg/220px-20220719_Park_Hae-soo_%28%EB%B0%95%ED%95%B4%EC%88%98%29_1st_Blue_Dragon_Series_Awards.jpg,BH Entertainment[1][2] United Talent Agency[3],"[' (1981-11-21) November 21, 1981 (age\xa040)Suwon, Gyeonggi, South Korea', 'Dankook University', 'Actor', '2007–present', 'BH Entertainment[1][2] United Talent Agency[3]', '1', '박해수', '朴海秀', 'Bak Hae-su', 'Pak Haesu']",https://en.wikipedia.org/wiki/Park_Hae-soo
147, Ra Mi Ran,1979,"Buk District, Gwangju, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/5/58/Ra_Mi-ran_in_2017.jpg/220px-Ra_Mi-ran_in_2017.jpg,C-JeS,"[' (1975-03-06) March 6, 1975 (age\xa047)Gohan-eup, Jeongseon-gun, Gangwon Province, South Korea', 'Seoul Institute of the Arts', 'Actress, television personality', '2005–present', 'C-JeS', 'Kim Jin-gu (김진구)[1]', 'Kim Geun-woo (김근우)[2]', '라미란', '羅美蘭', 'Ra Mi-ran', 'Ra Miran']",https://en.wikipedia.org/wiki/Ra_Mi-ran
148, So Ji Sub,1988,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/2d/So_Ji-sub_at_2011_Busan_International_Film_Festival.jpg/220px-So_Ji-sub_at_2011_Busan_International_Film_Festival.jpg,Cho Eun-jung (조은정)(m.2020) [1],"[' (1977-11-04) November 4, 1977 (age\xa045)Incheon, South Korea', 'Actor, rapper', '1995–present', '51K', 'Cho Eun-jung (조은정)(m.2020) [1]', '소지섭', '蘇志燮', 'So Ji-seop', 'So Chisŏp', 'sojisub.com']",https://en.wikipedia.org/wiki/So_Ji-sub
149, Cha Hwa Yun,1994,"Gimhae, South Gyeongsang Province, South Korea[1]",,,,
150, Ok Taec Yeon,1990,"Hwaseong, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Ok_Taecyeon_in_2020.png/220px-Ok_Taecyeon_in_2020.png,51K[2],"[' (1988-12-27) December 27, 1988 (age\xa033)Seoul, South Korea', 'Dankook University (BS)Korea University Graduate School of International Studies (MS)', 'Rappersingersongwriteractorentrepreneur[1]', '2008–present', '51K[2]', 'TY', 'Hip hopK-popelectronicR&B', '51KJYP', '2pm.jype.com', '옥택연', '玉澤演', 'Ok Taek-yeon', ""Ok T'aegyŏn""]",https://en.wikipedia.org/wiki/Ok_Taec-yeon
151, Park Hae Jin,1985,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Park_Hae-jin_in_Jan_2020.png/220px-Park_Hae-jin_in_Jan_2020.png,박해진,"['Park Hae-jin (박해진) (1983-05-01) May 1, 1983 (age\xa039)Busan, South Korea', 'Actor, model', '2006–present', 'Artist Company', '박해진', '朴海镇', 'Bak Hae-jin', 'Pak Haejin']",https://en.wikipedia.org/wiki/Park_Hae-jin
152, Heo Joon Ho,1997,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/b/b9/181024_%ED%97%88%EC%A4%80%ED%98%B8.png/280px-181024_%ED%97%88%EC%A4%80%ED%98%B8.png,Story J Company[2],"[' (1964-04-14) April 14, 1964 (age\xa058)South Korea', 'Seoul Institute of the Arts – Theater', 'Actor', '1985–present[1]', 'Story J Company[2]', 'Heo Jeong-in (daughter)', 'Heo Jang-kang (father)', 'Heo Gi-ho (brother)', '허준호', '許峻豪', 'Heo Jun-ho', 'Hŏ Chun-ho']",https://en.wikipedia.org/wiki/Heo_Joon-ho
153, Chae Soo Bin,1983,"San Francisco, California, United States",//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Chae_Soo_Bin_KWAVE_U_Fan_Wish_02.jpg/267px-Chae_Soo_Bin_KWAVE_U_Fan_Wish_02.jpg,King Kong by Starship[1][2],"['Bae Soo-bin (1994-07-10) July 10, 1994 (age\xa028)Anyang-si, Gyeonggi-do, South Korea', 'Konkuk University', 'Actress', '2014–present', 'King Kong by Starship[1][2]', '채수빈', 'Chae Su-bin', ""Ch'ae Supin"", '배수빈', 'Bae Su-bin', 'Pae Supin']",https://en.wikipedia.org/wiki/Chae_Soo-bin
154, Ryu Deok Hwan,1972,,//upload.wikimedia.org/wikipedia/commons/thumb/e/eb/190408_%EB%A5%98%EB%8D%95%ED%99%98.jpg/220px-190408_%EB%A5%98%EB%8D%95%ED%99%98.jpg,1992–present,"[' (1987-06-12) June 12, 1987 (age\xa035)Anyang, Gyeonggi Province, South Korea', 'Ryoo Duk-hwan', 'Chung-Ang University – Theater and Film', 'Actor', '1992–present', 'Andmarq[1]', 'Jeon Su-rin \u200b(m.\xa02021)\u200b', '류덕환', 'Ryu Deok-hwan', 'Ryu Tŏk-hwan', 'clownryu.com']",https://en.wikipedia.org/wiki/Ryu_Deok-hwan
155, Lee Bo Young,1994,"Uiryeong County, Gyeongsangnam-do South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Lee_Bo-young_2017.jpg/220px-Lee_Bo-young_2017.jpg,J-Wide Company[2],"[' (1979-01-12) January 12, 1979 (age\xa043)Seoul, South Korea', ""Seoul Women's University (B.A. in Korean Literature)[1]"", 'Actress', '2002–present', 'J-Wide Company[2]', 'Ji Sung \u200b(m.\xa02013)\u200b', '2', '이보영', 'I Bo-yeong', 'I Poyŏng']",https://en.wikipedia.org/wiki/Lee_Bo-young
156, Seo In Guk,,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/36/Seo_In-Guk_210601.png/220px-Seo_In-Guk_210601.png,2009–present,"[' (1987-10-23) October 23, 1987 (age\xa035)Ulsan, South Korea', 'Singersongwriteractor', 'K-popR&BJ-popDance', 'VocalPianoGuitar', '2009–present', 'StoryJ CompanyBS CompanyJellyfishCJ E&MIrvingNippon CrownAER Music', '서인국', '徐仁國', 'Seo In-guk', ""Sŏ In'guk""]",https://en.wikipedia.org/wiki/Seo_In-guk
157, Lee Se Young,1977,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Lee_Se-young_for_Marie_Claire_Korea_on_080322_%282%29.jpg/250px-Lee_Se-young_for_Marie_Claire_Korea_on_080322_%282%29.jpg,Prain TPC,"[' (1992-12-20) December 20, 1992 (age\xa029)South Korea', ""Sungshin Women's University – Media Communications[1]"", 'Actress', '1997–present', 'Prain TPC', '이세영', '李世榮', 'I Se-yeong', 'Lee Seyŏng']",https://en.wikipedia.org/wiki/Lee_Se-young
158, Kim Min Jae,1964,"Beijing, China[citation needed]",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Kim_Min-jae
159, Ahn Bo Hyun,1976,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Ahn_Bo-hyun_220719.jpg/220px-Ahn_Bo-hyun_220719.jpg,FN Entertainment[1],"[' (1988-05-16) May 16, 1988 (age\xa034)Busan, South Korea', 'Daekyeung University', 'Actormodel', '2007–present', 'FN Entertainment[1]', '안보현', '安普賢', 'An Bo-hyeon', 'An Po-hyŏn']",https://en.wikipedia.org/wiki/Ahn_Bo-hyun
160, Choo Ja Hyun,1941,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/d/db/Choo_Ja-hyun_2022.png/220px-Choo_Ja-hyun_2022.png,Actress,"['Chu Eun-ju[1] (1979-01-20) January 20, 1979 (age\xa043)Daegu, South Korea', 'Qiu Cixuan', 'South Korea', 'Dankook University', 'Actress', '1996-present', 'BH Entertainment', 'Yu Xiaoguang \u200b(m.\xa02017)\u200b', '1', '추자현', 'Chu Ja-hyeon', ""Ch'u Jahyŏn"", '추은주', 'Chu Eun-ju', ""Ch'u Ŭnju""]",https://en.wikipedia.org/wiki/Choo_Ja-hyun
161, Park Seo Joon,1984,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/9/9d/20211203_Park_Seo-joon_%EB%B0%95%EC%84%9C%EC%A4%80_Photoshoot_for_Marie_Claire_Korea_%284%29.jpg/220px-20211203_Park_Seo-joon_%EB%B0%95%EC%84%9C%EC%A4%80_Photoshoot_for_Marie_Claire_Korea_%284%29.jpg,Awesome ENT[1],"['Park Yong-kyu (1988-12-16) December 16, 1988 (age\xa033)Seoul, South Korea', 'Seoul Institute of the Arts', 'Actor', '2011–present', 'Awesome ENT[1]', '박서준', '朴敘俊', 'Bak Seo-jun', 'Pak Sŏchun', '박용규', 'Bak Yong-gyu', 'Pak Yongkyu']",https://en.wikipedia.org/wiki/Park_Seo-joon
162, Bae Suzy,1978,"
Korea under Japanese rule",//upload.wikimedia.org/wikipedia/commons/thumb/9/97/180503_%EC%88%98%EC%A7%80_01.jpg/250px-180503_%EC%88%98%EC%A7%80_01.jpg,Full list,"['Bae Su-ji (1994-10-10) October 10, 1994 (age\xa028)Buk District, Gwangju, South Korea', 'School of Performing Arts Seoul', 'Singeractressmodel', 'Management SOOP', 'Full list', 'K-popdance-pop', 'Vocals', '2010–present', 'JYP', 'Miss AJYP Nation', '배수지', '裴秀智', 'Bae Su-ji', 'Pae Suchi']",https://en.wikipedia.org/wiki/Bae_Suzy
163, Kang Ha Neul,1976,"Gimje, North Jeolla, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/88/170807_%EA%B0%95%ED%95%98%EB%8A%98_%28cropped%29.jpg/220px-170807_%EA%B0%95%ED%95%98%EB%8A%98_%28cropped%29.jpg,SEM Company (2010–2020)TH Company (2020–present),"['Kim Ha-neul (1990-02-21) February 21, 1990 (age\xa032)Busan, South Korea', 'Chung-Ang University – Theatre and Film', 'Actor', '2006–present', 'SEM Company (2010–2020)TH Company (2020–present)', '강하늘', 'Gang Ha-neul', 'Kang Hanŭl', '김하늘', 'Gim Ha-neul', 'Kim Hanŭl']",https://en.wikipedia.org/wiki/Kang_Ha-neul
164, Lee Min Ki,1996,"Seoul, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/8/88/20210301_Lee_Min-ki_%EC%9D%B4%EB%AF%BC%EA%B8%B0_Pop_Quiz_by_Marie_Claire_Korea_%281%29.jpg/220px-20210301_Lee_Min-ki_%EC%9D%B4%EB%AF%BC%EA%B8%B0_Pop_Quiz_by_Marie_Claire_Korea_%281%29.jpg,Sangyoung ENT,"[' (1985-01-16) January 16, 1985 (age\xa037)Gimhae, South Gyeongsang Province, South Korea[1]', 'Konkuk University - Film Arts[1]\nDaekyeung University - Modeling [2]', 'Actor, singer, model', '2004–present', 'Sangyoung ENT', '1.83\xa0m (6\xa0ft 0\xa0in)[1]', '이민기', '李民基', 'I Min-gi', 'I Mingi']",https://en.wikipedia.org/wiki/Lee_Min-ki
165, Hong Seung Hee,1984,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Hong_Seung-hee_210604.png/220px-Hong_Seung-hee_210604.png,홍승희,"[' (1997-08-19) 19 August 1997 (age\xa025)Hwaseong, Gyeonggi, South Korea', 'Actress', '2018–present', 'C-JeS Entertainment', '홍승희', 'Hong  Seung-hui', 'Hong Sŭng-hŭi']",https://en.wikipedia.org/wiki/Hong_Seung-hee
166, Jang Hee Jin,1971,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,Actress,"[' (1983-05-09) May 9, 1983 (age\xa039)Incheon, South Korea', 'South Korean', 'Jang Hie-jin', 'Kyung Hee Cyber University - Hotel Management (2002) Konkuk University - Performing Arts (2012)', 'Actress', '2003-present', 'Lucky Company', '장희진', '張熙軫', 'Jang Hui-jin', 'Chang Hŭichin']",https://en.wikipedia.org/wiki/Jang_Hee-jin
167, Park Ho San,1992,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/a/a1/150124_%EB%AE%A4%EC%A7%80%EC%BB%AC_%EB%9F%AC%EB%B8%8C%EB%A0%88%ED%84%B0_%EB%B0%95%ED%98%B8%EC%82%B0.jpg/220px-150124_%EB%AE%A4%EC%A7%80%EC%BB%AC_%EB%9F%AC%EB%B8%8C%EB%A0%88%ED%84%B0_%EB%B0%95%ED%98%B8%EC%82%B0.jpg,Light House Entertainment,"[' (1972-10-18) October 18, 1972 (age\xa050)South Korea', 'Chung-Ang University', 'Actor', '1993–present', 'Light House Entertainment', '박호산', 'Park Ho-san', 'Bak Hosan']",https://en.wikipedia.org/wiki/Park_Ho-san
168, Krystal Jung,1978,,//upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Krystal_Jung_240321.jpg/250px-Krystal_Jung_240321.jpg,H& Entertainment[1],"['Chrystal Soo Jung (1994-10-24) October 24, 1994 (age\xa028)San Francisco, California, United States', 'Korean-American', 'Singeractress', '2001–present', 'H& Entertainment[1]', 'Jessica Jung (sister)', 'Full list', 'Jung Soo-jung[2]', 'K-pop', 'Vocals', '2009–present', 'SM', 'f(x)', '정수정', '鄭秀晶[3]', 'Jeong Su-jeong', 'Chŏng Su-chŏng', '크리스탈 정', 'Keuriseutal Jeong', ""K'ŭrisŭt'al Chŏng""]",https://en.wikipedia.org/wiki/Krystal_Jung
169, Ryu Joon Yeol,,South Korea,,,,
170, Oh Jung Se,1965,"Yangcheon, Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Oh_Jeong-se_2020.jpg/220px-Oh_Jeong-se_2020.jpg,Prain TPC,"[' (1977-02-26) February 26, 1977 (age\xa045)Uiryeong County, Gyeongsangnam-do South Korea', 'Sun Moon University - Mass Communications', 'Actor', '2001-present', 'Prain TPC', '오정세', 'O Jeong-se', 'O Chŏngse']",https://en.wikipedia.org/wiki/Oh_Jung-se
171, Bae Jong Ok,1990,"Busan, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,"J,Wide-Company","[' (1964-05-13) May 13, 1964 (age\xa058)Seoul, South Korea', ""Chung-Ang University - Theater  Chung-Ang University Graduate School of Mass Communications - Master's degree  Korea University Graduate School of Journalism and Mass Communication - Doctorate"", 'Actress/Professor', '1985–present', 'J,Wide-Company', '배종옥', 'Bae Jong-ok', 'Pae Chong-ok']",https://en.wikipedia.org/wiki/Bae_Jong-ok
172, Lee Hye Young,1986,"Cheongwon County, North Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,"['이혜영', 'I Hye-yeong', 'I Hye-yŏng']",https://en.wikipedia.org/wiki/Lee_Hye-young
173, Jo Jin Woong,1982,"Seoul, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/ChoJin-woong_at_news_conference_of_movie_%EC%82%AC%EB%83%A5.jpg/220px-ChoJin-woong_at_news_conference_of_movie_%EC%82%AC%EB%83%A5.jpg,2004–present,"['Jo Won-jun (1976-03-03) March 3, 1976 (age\xa046)Busan, South Korea', 'Jo Jin-woong', 'Kyungsung University', 'Actor', '2004–present', 'Saram Entertainment', '조진웅', 'Jo Jin-ung', 'Cho Chinung', '조원준', 'Jo Won-jun', 'Cho Wŏnjun']",https://en.wikipedia.org/wiki/Jo_Jin-woong
174, Na Moon Hee,1995,"Goyang, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/af/190713_%EB%82%98%EB%AC%B8%ED%9D%AC.jpg/220px-190713_%EB%82%98%EB%AC%B8%ED%9D%AC.jpg,1960–present,"['Na Kyung-ja (1941-11-30) November 30, 1941 (age\xa080)Beijing, China[citation needed]', 'South Korean', ""Changduk Girls' High School, Seoul"", 'Actress', '1960–present', '\u200b\n \u200b(m.\xa01965)\u200b', '3', '나문희', '羅文姬', 'Na Mun-hui', 'Na Munhŭi', '나경자', '羅敬子', 'Na Gyeong-ja', 'Na Kyŏngja', 'thecnt.co.kr/star/namunhee']",https://en.wikipedia.org/wiki/Na_Moon-hee
175, Jo  Woo Jin,1989,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Jo_Woo-jin
176, Seo Ji Hye,1988,"Goyang, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Seo_Ji-Hye_para_Marie_Claire_Korea_01.jpg/220px-Seo_Ji-Hye_para_Marie_Claire_Korea_01.jpg,Ieum Hashtag[3],"[' (1984-08-24) August 24, 1984 (age\xa038)Seoul, South Korea', 'Sungkyunkwan University[1][2]', 'Actress', '2003–present', 'Ieum Hashtag[3]', '서지혜', '徐智慧', 'Seo Ji-hye', 'Sŏ Chihye']",https://en.wikipedia.org/wiki/Seo_Ji-hye
177, Yoon Se Ah,1990,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/%28%EC%9A%B0%EB%A8%BC%EC%84%BC%EC%8A%A4_%EC%8A%A4%ED%83%80%29_2018%EB%85%84_2%EC%9B%94%ED%98%B8_%EC%9C%A4%EC%84%B8%EC%95%84_Yoon_Se-ah_02.png/220px-%28%EC%9A%B0%EB%A8%BC%EC%84%BC%EC%8A%A4_%EC%8A%A4%ED%83%80%29_2018%EB%85%84_2%EC%9B%94%ED%98%B8_%EC%9C%A4%EC%84%B8%EC%95%84_Yoon_Se-ah_02.png,ACE FACTORY,"[' (1978-01-02) January 2, 1978 (age\xa044)South Korea', 'Yong In University – Theatre and Film', 'Actress', '2005–present', 'ACE FACTORY', '윤세아', '尹世雅', 'Yun Se-a', 'Yun Sea']",https://en.wikipedia.org/wiki/Yoon_Se-ah
178, Kim Sung Gyu,1972,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Kim_Sung-gyu
179, Yoo Ji Tae,1990,,//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/190502_%EC%9C%A0%EC%A7%80%ED%83%9C.jpg/220px-190502_%EC%9C%A0%EC%A7%80%ED%83%9C.jpg,Namoo ActorsBH Entertainment,"[' (1976-04-13) April 13, 1976 (age\xa046)South Korea', 'Chung-Ang University Graduate School of Advanced Imaging Science, Multimedia & Film \nCatholic University of Korea Graduate School of Social Work', 'Actorfilm directorscreenwriter', '1998–present', 'Namoo ActorsBH Entertainment', 'Kim Hyo-jin \u200b(m.\xa02011)\u200b', '2', '유지태', 'Yu Ji-tae', 'Yu Jit‘ae', 'http://www.yoomovie.co.kr/']",https://en.wikipedia.org/wiki/Yoo_Ji-tae
180, Lee Joon Hyuk,,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Lee_Joon-hyuk
181, Lee Sang Yi,1985,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Flag_of_South_Korea_%281949%E2%80%931984%29.svg/50px-Flag_of_South_Korea_%281949%E2%80%931984%29.svg.png,"
Apps","['\n1922', '\nKorea under Japanese rule', '\nMidfielder', '\nTeam', '\nApps', '\n(Gls)', '\nSeoul Football Club', '\n', '\n', '\nSouth Korea', '\n', '\n']",https://en.wikipedia.org/wiki/Lee_Sang-yi
182, Kim Se Jeong,1983,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/65/20220226_Ahn_Hyo-seop_%EC%95%88%ED%9A%A8%EC%84%AD_Kim_Se-jeong_%EA%B9%80%EC%84%B8%EC%A0%95_for_Marie_Claire_Korea_%281%29_%28cropped%29.jpg/220px-20220226_Ahn_Hyo-seop_%EC%95%88%ED%9A%A8%EC%84%AD_Kim_Se-jeong_%EA%B9%80%EC%84%B8%EC%A0%95_for_Marie_Claire_Korea_%281%29_%28cropped%29.jpg,Full list,"[' (1996-08-28) August 28, 1996 (age\xa026)Gimje, North Jeolla, South Korea', 'Sejeong', ""Hanyang Women's University"", 'Singersongwriteractress', 'Full list', 'K-pop', 'Vocals', '2016–present', 'JellyfishYMC[a]Swing[a]Studio Blu[a]', 'I.O.IGugudanGugudan SeMiNa', '김세정', '金世正', 'Gim Se-jeong', 'Kim Sechŏng']",https://en.wikipedia.org/wiki/Kim_Se-jeong
183, Lee Jae Yoon,1980,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,Dongguk UniversityUniversity of TorontoSt. Elizabeth Catholic High School,"[' (1984-12-15) December 15, 1984 (age\xa037)Seoul, South Korea[1]', 'Canadian[2]South Korean[3]', 'Peter Lee[4]', 'Theater Studies[5][6][7][8]', 'Dongguk UniversityUniversity of TorontoSt. Elizabeth Catholic High School', 'Actormodelathlete', '2004–present', '188\xa0cm (6\xa0ft 2\xa0in)[9][10][11]', 'Unknown \u200b(m.\xa02022)\u200b', '이재윤', '李在允', 'I Jae-yun', 'I Chaeyun']",https://en.wikipedia.org/wiki/Lee_Jae-yoon
184, Park Jin Young,1996,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/75/Park_Jin-young_%28Founder_of_JYP_Entertainment%29_in_February_2011_from_acrofan.jpg/220px-Park_Jin-young_%28Founder_of_JYP_Entertainment%29_in_February_2011_from_acrofan.jpg,"Seo Yoon-jeong
​ ​(m. 1999; div. 2009)​Unknown ​(m. 2013)​","['Park Jin-young (1971-12-13) December 13, 1971 (age\xa050)[A]Seoul, South Korea', 'Yonsei University', 'Singer-songwriterrecord producerreality television judgerecord executive', '1992–present', 'Seo Yoon-jeong\n\u200b \u200b(m.\xa01999; div.\xa02009)\u200bUnknown \u200b(m.\xa02013)\u200b', '2', 'JYPThe Asiansoul', 'K-popfunksoulR&B', 'Vocalspiano', '1992–present', 'JYP', '박진영', '朴軫永', 'Bak Jin-yeong', 'Pak Chinyŏng', 'jyp.jype.com']",https://en.wikipedia.org/wiki/Park_Jin-young
185, Go Ah Sung,1991,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/1/15/190501_%EA%B3%A0%EC%95%84%EC%84%B1.jpg/220px-190501_%EA%B3%A0%EC%95%84%EC%84%B1.jpg,KeyEast[1],"[' (1992-08-10) 10 August 1992 (age\xa030)Seoul, South Korea', 'Sungkyunkwan University - Psychology', 'Actress', '2004–present', 'KeyEast[1]', '고아성', '高我星[2]', 'Go Aseong', 'Ko A-sŏng']",https://en.wikipedia.org/wiki/Go_Ah-sung
186, Lee Ji Ah,1972,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/210630_%EC%9D%B4%EC%A7%80%EC%95%84.jpg/250px-210630_%EC%9D%B4%EC%A7%80%EC%95%84.jpg,BH Entertainment,"['Kim Sang-eun (1978-08-06) August 6, 1978 (age\xa044)[1]South Korea', 'Kim Ji-ah  E Ji-ah', 'Actress', '2007–present', 'BH Entertainment', 'Seo Taiji\n\u200b \u200b(m.\xa01997; div.\xa02006)\u200b', '이지아', '李智雅', 'I Ji-a', 'I Chia', '김상은', 'Gim Sang-eun', 'Kim Sangŭn']",https://en.wikipedia.org/wiki/Lee_Ji-ah
